method,block_rows,degree,distribution,locality,rhs,seed,gpu_median_ms,gpu_p95_ms,hot_median_ms,hot_p95_ms,useful_gflops,launches,workspace_bytes
row_owned_scalar,1024,2,low,random,64,1,0.22554,0.22659,0.23030,0.23270,1185.41655,1,0
scalar_csr_cusparse,1024,2,low,random,64,1,0.76262,0.77219,0.76930,0.78100,350.57132,1,0
slot_grouped_cublas,1024,2,low,random,64,1,0.26189,0.28579,0.26670,0.29760,1020.87196,2,0
row_owned_ilp4,1024,4,low,random,8,1,0.06416,0.07866,0.06900,0.09050,1038.50778,1,0
row_owned_scalar,1024,4,low,random,8,1,0.06963,0.07005,0.07440,0.07500,956.89704,1,0
scalar_csr_cusparse,1024,4,low,random,8,1,0.25485,0.27040,0.25960,0.27530,261.45253,1,0
slot_grouped_cublas,1024,4,low,random,8,1,0.49923,0.51894,0.51700,1.34030,133.46632,4,0
row_owned_ilp4,1024,4,low,random,16,1,0.08186,0.08970,0.08700,0.11040,1627.99692,1,0
row_owned_scalar,1024,4,low,random,16,1,0.11680,0.11750,0.12170,0.12250,1140.93586,1,0
scalar_csr_cusparse,1024,4,low,random,16,1,0.40237,0.43178,0.40750,0.44550,331.19261,1,0
slot_grouped_cublas,1024,4,low,random,16,1,0.51277,0.57859,0.52190,1.17650,259.88619,4,0
row_owned_ilp4,1024,4,low,random,32,1,0.13318,0.14794,0.15540,0.17540,2001.16097,1,0
row_owned_scalar,1024,4,low,random,32,1,0.21434,0.23318,0.21900,0.24610,1243.48048,1,0
scalar_csr_cusparse,1024,4,low,random,32,1,0.78470,0.79504,0.78990,0.93360,339.64732,1,0
slot_grouped_cublas,1024,4,low,random,32,1,0.51699,0.53082,0.52210,0.54530,515.52565,4,0
row_owned_ilp4,1024,4,low,random,64,1,0.24230,0.24448,0.24920,0.25170,2199.90282,1,0
row_owned_scalar,1024,4,low,random,64,1,0.41565,1.37962,0.42150,1.38590,1282.44387,1,0
scalar_csr_cusparse,1024,4,low,random,64,1,1.56106,1.58880,1.58140,2.34460,341.46452,1,0
slot_grouped_cublas,1024,4,low,random,64,1,0.53411,0.59347,0.54000,0.59940,998.00280,4,0
row_owned_ilp4,1024,8,low,random,8,1,0.21110,0.21888,0.21640,0.22490,634.95527,1,0
row_owned_scalar,1024,8,low,random,8,1,0.19898,0.19984,0.20430,0.20510,673.65714,1,0
scalar_csr_cusparse,1024,8,low,random,8,1,0.52803,0.54291,0.53720,0.55060,253.85128,1,0
slot_grouped_cublas,1024,8,low,random,8,1,1.02646,1.03619,1.03540,1.82770,130.58578,8,0
row_owned_ilp4,1024,8,low,random,16,1,0.32781,0.33373,0.33270,0.35330,817.80556,1,0
row_owned_scalar,1024,8,low,random,16,1,0.37270,1.16736,0.37770,1.17290,719.29252,1,0
scalar_csr_cusparse,1024,8,low,random,16,1,0.83517,0.83786,0.84110,0.85590,320.99314,1,0
slot_grouped_cublas,1024,8,low,random,16,1,1.03984,1.88307,1.04570,1.88970,257.81198,8,0
row_owned_ilp4,1024,8,low,random,32,1,0.42010,0.42250,0.42470,0.43150,1276.29491,1,0
